552,-15111.272,633.705,159.196,dn
553,-15095.437,629.529,158.840,dn
554,-15083.429,622.441,158.663,dn
555,-15075.765,626.719,159.234,dn
556,-15081.280,641.420,159.042,dn
557,-15084.378,653.680,158.777,dn
558,-15088.605,664.786,158.734,dn
559,-15077.834,664.681,159.521,dn
560,-15072.613,655.047,159.062,dn
561,-15063.404,645.699,159.070,dn
562,-15071.583,659.380,159.406,dn
563,-15062.127,663.928,159.286,dn
564,-14885.771,762.295,159.902,dn
565,-14864.809,752.869,159.939,dn
566,-14856.477,745.855,159.887,dn
567,-14849.887,738.781,159.717,dn
568,-14831.086,741.995,160.119,dn
569,-14839.849,757.883,160.064,dn
570,-14843.698,769.496,160.078,dn
571,-14831.649,772.678,160.138,dn
572,-14824.876,765.383,160.107,dn
573,-14807.705,759.918,159.964,dn
574,-15153.475,529.814,159.509,dn
575,-15143.602,532.720,159.187,dn
576,-15132.009,534.886,158.577,dn
577,-15123.759,537.124,158.649,dn
578,-15110.461,539.920,159.228,dn
579,-15108.353,531.010,159.507,dn
580,-15121.142,522.564,158.817,dn
581,-15132.477,521.001,158.692,dn
582,-15140.814,515.635,159.454,dn
583,-15132.363,503.818,159.374,dn
584,-15114.562,508.709,158.838,dn
585,-15100.551,513.341,159.591,dn
586,-15087.230,511.280,159.194,dn
587,-15085.386,505.028,159.452,dn
588,-15090.726,491.281,159.190,dn
589,-15081.085,490.412,159.042,dn
590,-15072.767,488.182,159.345,dn
591,-15088.273,477.037,159.033,dn
